raw-pancreas-human-Baron.h5ad,raw-pancreas-mouse-Baron.h5ad
LGALS8,Lgals8
SERPINA10,Serpina10
FRMD5,Frmd5
NMI,Nmi
DCTD,Dctd
SLC52A3,Slc52a3
SUPT20H,Supt20
CREM,Crem
SHCBP1,Shcbp1
PARD3B,Pard3b
TTC9,Ttc9
SQLE,Sqle
VAMP3,Vamp3
MAP3K9,Map3k9
NDUFAF1,Ndufaf1
SGIP1,Sgip1
TNFRSF9,Tnfrsf9
GNGT2,Gngt2
FNDC5,Fndc5
OR13J1,Olfr71
NTN4,Ntn4
IRF2BP1,Irf2bp1
HRCT1,Hrct1
DNAAF1,Dnaaf1
ETAA1,Etaa1
RNF223,Rnf223
ABHD17C,Abhd17c
PRKAR2B,Prkar2b
FYB2,Fyb2
UGCG,Ugcg
ATP5MF,Atp5j2
DENND5A,Dennd5a
C1orf162,I830077J02Rik
GNAI1,Gnai1
DROSHA,Drosha
TAF1C,Taf1c
EBF3,Ebf3
FOXA3,Foxa3
YTHDF2,Ythdf2
RIMKLB,Rimklb
DOK1,Dok1
CCDC57,Ccdc57
NFXL1,Nfxl1
RASSF7,Rassf7
NT5M,Nt5m
TRIM27,Trim27
BPIFC,Bpifc
CATSPER1,Catsper1
FBXO27,Fbxo27
ABI3,Abi3
XBP1,Xbp1
KRCC1,Krcc1
ZFP90,Zfp90
PCMT1,Pcmt1
ADAD2,Adad2
SERP1,Serp1
GADD45A,Gadd45a
MBOAT2,Mboat2
ADAMTS3,Adamts3
ESR2,Esr2
EIF2A,Eif2a
SLC41A1,Slc41a1
DIRAS2,Diras2
GPKOW,Gpkow
PIK3R1,Pik3r1
GOLT1B,Golt1b
ZNF226,Zfp61
ALG8,Alg8
CST6,Cst6
MEIKIN,Meikin
MOK,Mok
ATOX1,Atox1
COPS3,Cops3
TRPC6,Trpc6
NYAP2,Nyap2
ZNF652,Zfp652
EXOSC8,Exosc8
SGK1,Sgk1
KIF11,Kif11
FBXO7,Fbxo7
PACS1,Pacs1
PLEC,Plec
SPAAR,Spaar
USP44,Usp44
REX1BD,Rex1bd
HLA-DOB,H2-Ob
SNRNP70,Snrnp70
SKAP2,Skap2
CEP43,Fgfr1op
PPP1R3B,Ppp1r3b
PHOSPHO1,Phospho1
F2RL2,F2rl2
SCRT2,Scrt2
TIAM1,Tiam1
DMRT3,Dmrt3
NINJ1,Ninj1
DYNC2I2,Wdr34
IQGAP2,Iqgap2
UBASH3B,Ubash3b
FAM227B,Fam227b
EIF1AD,Eif1ad
ELK3,Elk3
CAMTA1,Camta1
CLK4,Clk4
CD180,Cd180
EXOSC2,Exosc2
LUC7L,Luc7l
TAF6L,Taf6l
CDK17,Cdk17
GAB2,Gab2
SLC25A25,Slc25a25
CRNN,Crnn
TCTEX1D1,Tctex1d1
TMEM161B,Tmem161b
MDGA2,Mdga2
FGF7,Fgf7
RSU1,Rsu1
UIMC1,Uimc1
TMEM235,Tmem235
NUP43,Nup43
SLC10A2,Slc10a2
MAST4,Mast4
SYTL5,Sytl5
RPP40,Rpp40
FBXO17,Fbxo17
COPS2,Cops2
RNF6,Rnf6
SUSD1,Susd1
KDM5B,Kdm5b
TMEM161A,Tmem161a
EDEM1,Edem1
SEC14L2,Sec14l2
ACTN2,Actn2
LRRC61,Lrrc61
ABL1,Abl1
PAK2,Pak2
SRXN1,Srxn1
NCKAP1,Nckap1
ATAD1,Atad1
RARRES2,Rarres2
SLC6A7,Slc6a7
ZNF45,Zfp94
SERPINF2,Serpinf2
SV2A,Sv2a
LAMA3,Lama3
IDI1,Idi1
ASH2L,Ash2l
OR4F15,Olfr1309
TFRC,Tfrc
MGST3,Mgst3
FLG2,Flg2
PSMA6,Psma6
UTS2,Uts2
NFIB,Nfib
CNN1,Cnn1
MYO18B,Myo18b
CEP128,Cep128
TNN,Tnn
PER3,Per3
TCF15,Tcf15
ABCC3,Abcc3
RBM33,Rbm33
PPP1R3A,Ppp1r3a
TTC26,Ttc26
MINDY3,Mindy3
WDR77,Wdr77
NRCAM,Nrcam
DDHD2,Ddhd2
NCOA1,Ncoa1
FBXL19,Fbxl19
SCPEP1,Scpep1
NCEH1,Nceh1
IL23A,Il23a
MRPS25,Mrps25
SNRPB,Snrpb
TLK1,Tlk1
CTIF,Ctif
NR2C2,Nr2c2
C19orf25,2310011J03Rik
CAVIN1,Cavin1
LRATD2,Lratd2
NUDT19,Nudt19
APC2,Apc2
CCDC82,Ccdc82
ATP13A2,Atp13a2
XPOT,Xpot
NAIF1,Naif1
SOCS3,Socs3
DOK3,Dok3
PDCD10,Pdcd10
SFXN5,Sfxn5
PRKAA2,Prkaa2
ASPHD1,Asphd1
OVGP1,Ovgp1
ARL6IP4,Arl6ip4
TSEN54,Tsen54
CDK18,Cdk18
GALK2,Galk2
LRRC4B,Lrrc4b
H2AC21,H2ac21
KCTD13,Kctd13
SIGLEC15,Siglec15
BAG4,Bag4
BOLA1,Bola1
CAD,Cad
ASAP1,Asap1
ZAR1,Zar1
ACTB,Actb
SEZ6L2,Sez6l2
SHTN1,Shtn1
LAMTOR4,Lamtor4
SLC16A11,Slc16a11
KIF20A,Kif20a
OR4F6,Olfr1310
RGS9BP,Rgs9bp
ATP5PB,Atp5pb
PINK1,Pink1
ZBTB7C,Zbtb7c
TFAP2A,Tfap2a
ZNF394,Zkscan14
WIPF1,Wipf1
PHLPP1,Phlpp1
LYAR,Lyar
DCAF13,Dcaf13
MTHFD1,Mthfd1
RAB29,Rab29
PGS1,Pgs1
RAB11FIP5,Rab11fip5
FMNL1,Fmnl1
TSG101,Tsg101
LRRC75A,Lrrc75a
ORAI3,Orai3
FKBP8,Fkbp8
BICD1,Bicd1
ZKSCAN5,Zkscan5
LZTS1,Lzts1
GORASP2,Gorasp2
SLC14A1,Slc14a1
CUBN,Cubn
SLC35F5,Slc35f5
RUSF1,BC017158
PROM1,Prom1
ALCAM,Alcam
FLG,Flg
LRRC52,Lrrc52
GATA3,Gata3
TMEM41B,Tmem41b
LOXL3,Loxl3
ADGRB1,Adgrb1
SLC16A3,Slc16a3
DNAH17,Dnah17
KCNG4,Kcng4
CDX1,Cdx1
PLCD3,Plcd3
KCNA7,Kcna7
TOP3A,Top3a
MRPS12,Mrps12
CDC23,Cdc23
TNFAIP6,Tnfaip6
ZBTB7A,Zbtb7a
CCNQ,Ccnq
FSCN1,Fscn1
AUP1,Aup1
CCDC157,Ccdc157
C8orf34,A830018L16Rik
IGFBP4,Igfbp4
CSNK1D,Csnk1d
NOTO,Noto
TSPAN1,Tspan1
DPM3,Dpm3
MAK,Mak
SLC5A2,Slc5a2
OPRD1,Oprd1
KCNIP2,Kcnip2
CDH3,Cdh3
SDC1,Sdc1
MSANTD1,Msantd1
WAPL,Wapl
KXD1,Kxd1
USP35,Usp35
COL26A1,Col26a1
PGR,Pgr
HTT,Htt
SERPINI1,Serpini1
CIT,Cit
THSD8,Gm49661
JUNB,Junb
IL12RB2,Il12rb2
RNF215,Rnf215
RNASEH2A,Rnaseh2a
HTRA2,Htra2
BRD8,Brd8
MACIR,D1Ertd622e
LYPD1,Lypd1
H2BC11,H2bc21
CCDC117,Ccdc117
PLAGL1,Plagl1
SERBP1,Serbp1
P3H3,P3h3
GPR39,Gpr39
NEURL1B,Neurl1b
IRS1,Irs1
ESRP1,Esrp1
TIMELESS,Timeless
MRPS14,Mrps14
OPA1,Opa1
TBC1D23,Tbc1d23
HDAC5,Hdac5
HSD3B7,Hsd3b7
ZNF449,Zfp449
SCARB1,Scarb1
CKAP5,Ckap5
KLHL32,Klhl32
CUEDC2,Cuedc2
MAP11,Map11
FRAT2,Frat2
FGF3,Fgf3
ANKRA2,Ankra2
RXRG,Rxrg
FGF4,Fgf4
RRP12,Rrp12
TAF3,Taf3
PRDX2,Prdx2
CDC37,Cdc37
PATJ,Patj
SLC26A2,Slc26a2
SALL3,Sall3
MISP,Misp
ERI1,Eri1
DMRT2,Dmrt2
SCG5,Scg5
LRRN4,Lrrn4
FGF19,Fgf15
TIGD5,Tigd5
SNED1,Sned1
HSDL2,Hsdl2
CTSK,Ctsk
ANKRD29,Ankrd29
CCAR1,Ccar1
ASPDH,Aspdh
COX6B2,Cox6b2
SLC50A1,Slc50a1
FRMD3,Frmd3
KIRREL1,Kirrel
CTSS,Ctss
SERPINB11,Serpinb11
LYPD5,Lypd5
TGFA,Tgfa
TNFSF10,Tnfsf10
SIM1,Sim1
PJVK,Pjvk
POLR2G,Polr2g
PYCR3,Pycrl
CNGA1,Cnga1
GAL3ST4,Gal3st4
CABIN1,Cabin1
ZNF839,Zfp839
TEX35,Tex35
TCHH,Tchh
MCMBP,Mcmbp
ZBTB3,Zbtb3
RPTN,Rptn
JAZF1,Jazf1
PTBP1,Ptbp1
HRNR,Hrnr
ADPRHL1,Adprhl1
FAM126B,Fam126b
GHSR,Ghsr
ATP6V1G3,Atp6v1g3
H4C15,H4c14
ZNF462,Zfp462
BCL2,Bcl2
FAM102A,Fam102a
CCR6,Ccr6
FGD2,Fgd2
CRYBA1,Cryba1
GALNT11,Galnt11
KIAA1958,E130308A19Rik
LTO1,LTO1
SELENOT,Selenot
KCNAB2,Kcnab2
H2BC18,H2bc18
SARDH,Sardh
SLC10A1,Slc10a1
CACYBP,Cacybp
NUFIP2,Nufip2
MTERF4,Mterf4
NUDCD1,Nudcd1
C12orf56,D930020B18Rik
ENHO,Enho
SLC25A42,Slc25a42
PCBP1,Pcbp1
DNAI1,Dnaic1
GCM2,Gcm2
CCND1,Ccnd1
PPP1R3G,Ppp1r3g
SLC16A13,Slc16a13
CDH1,Cdh1
INIP,Inip
RTN4,Rtn4
ZMAT4,Zmat4
ATG13,Atg13
LATS1,Lats1
UNKL,Unkl
PUF60,Puf60
GMFB,Gmfb
ABRA,Abra
ENY2,Eny2
PRODH2,Prodh2
ZNF287,Zfp287
ZNF322,Zfp322a
GRM7,Grm7
PGAM1,Pgam1
PDE6A,Pde6a
HGH1,Hgh1
NEK7,Nek7
IWS1,Iws1
ERGIC1,Ergic1
FAM136A,Fam136a
GPR162,Gpr162
TMEM80,Tmem80
INSL5,Insl5
TENM3,Tenm3
S100PBP,S100pbp
FKBP7,Fkbp7
SERPINB7,Serpinb7
FOXP2,Foxp2
PCGF6,Pcgf6
WDR5,Wdr5
P3R3URF,1700042G07Rik
LMX1A,Lmx1a
PCDH18,Pcdh18
URB1,Urb1
PIPOX,Pipox
ELOF1,Elof1
GTPBP10,Gtpbp10
MFHAS1,Mfhas1
ITK,Itk
PTEN,Pten
ATP5MD,Atp5md
EFNA1,Efna1
CARD19,Card19
KIDINS220,Kidins220
TAF5,Taf5
CD4,Cd4
GALNTL5,Galntl5
TNS4,Tns4
SEC23IP,Sec23ip
SUGP2,Sugp2
PGRMC2,Pgrmc2
SNX30,Snx30
NIPAL1,Nipal1
BCL6B,Bcl6b
ABCA9,Abca9
SRPX,Srpx
GRB10,Grb10
EXOSC1,Exosc1
PBX1,Pbx1
DYRK2,Dyrk2
IPO7,Ipo7
PIP5KL1,Pip5kl1
NFKBIA,Nfkbia
UEVLD,Uevld
MICU1,Micu1
PRRG4,Prrg4
PPP1R13B,Ppp1r13b
KCNU1,Kcnu1
CADPS2,Cadps2
DUSP1,Dusp1
FAM237B,Gm8773
ZMIZ1,Zmiz1
TTBK2,Ttbk2
TNFRSF14,Tnfrsf14
HOXA1,Hoxa1
ARMC6,Armc6
TNNI2,Tnni2
GSDMA,Gsdma
KDSR,Kdsr
UBC,Ubc
TEK,Tek
CDA,Cda
NTF4,Ntf5
DPM2,Dpm2
ARHGAP32,Arhgap32
LYVE1,Lyve1
ZFYVE21,Zfyve21
GPRC5D,Gprc5d
ZNF143,Zfp143
VAX1,Vax1
RPGR,Rpgr
MFAP5,Mfap5
INTS6L,Ints6l
GALR1,Galr1
MFAP2,Mfap2
INSM2,Insm2
SLC46A2,Slc46a2
TSHR,Tshr
PRDM16,Prdm16
COPS9,Cops9
RPL17-C18orf32,Gm6133
WFDC1,Wfdc1
SLC14A2,Slc14a2
SLC28A3,Slc28a3
PPARGC1B,Ppargc1b
FAM234B,Fam234b
FAM43B,Fam43b
SMARCD2,Smarcd2
MEN1,Men1
INHA,Inha
SERPINB2,Serpinb2
GRID1,Grid1
SIRT2,Sirt2
PSMD3,Psmd3
COIL,Coil
SHH,Shh
CD96,Cd96
RTF1,Rtf1
CDH6,Cdh6
SERPINB10,Serpinb10
BRIX1,Brix1
FAM205C,Fam205c
GMEB1,Gmeb1
ADAM15,Adam15
USP24,Usp24
ARHGAP11A,Arhgap11a
MPC1,Mpc1
HEBP1,Hebp1
COX18,Cox18
LAIR1,Lair1
RDH12,Rdh12
FERMT1,Fermt1
GSG1,Gsg1
MFSD13A,Mfsd13a
CCR7,Ccr7
PLEKHA3,Plekha3
SYMPK,Sympk
GRK3,Grk3
IFT22,Ift22
MUL1,Mul1
IL11,Il11
CD164,Cd164
LAG3,Lag3
C10orf95,2310034G01Rik
AC008687.4,AC151602.1
SNRPG,Snrpg
CD8A,Cd8a
CFP,Cfp
FNDC3B,Fndc3b
NUP35,Nup35
SLC38A6,Slc38a6
TMEM190,Tmem190
RUVBL2,Ruvbl2
FCSK,Fcsk
TPP1,Tpp1
SNX2,Snx2
TBC1D20,Tbc1d20
PPP1CA,Ppp1ca
CLIC1,Clic1
EML6,Eml6
CYTH1,Cyth1
CALHM2,Calhm2
HES5,Hes5
NPHP4,Nphp4
CPS1,Cps1
CDAN1,Cdan1
PDCD11,Pdcd11
EXOC6,Exoc6
WEE1,Wee1
MIER1,Mier1
AADACL2,Aadacl2
DUSP19,Dusp19
PRTN3,Prtn3
LETM1,Letm1
RHBDD1,Rhbdd1
ANKRD44,Ankrd44
ELK1,Elk1
PARG,Parg
RNLS,Rnls
PLPPR3,Plppr3
RAD9A,Rad9a
CD7,Cd7
WTIP,Wtip
MEIS1,Meis1
UXT,Uxt
DHX37,Dhx37
PASK,Pask
SALL2,Sall2
FNIP1,Fnip1
THRSP,Thrsp
TTC9C,Ttc9c
ZSCAN12,Zscan12
RCC2,Rcc2
GYS1,Gys1
GLRX3,Glrx3
RAB6A,Rab6a
KCNN4,Kcnn4
TFPI,Tfpi
LPCAT4,Lpcat4
RBPJ,Rbpj
TSPAN9,Tspan9
MAP3K2,Map3k2
GJD2,Gjd2
FARS2,Fars2
KIF5B,Kif5b
TRIM25,Trim25
REXO1,Rexo1
PCSK9,Pcsk9
SYCP2L,Sycp2l
ACTC1,Actc1
HORMAD1,Hormad1
KCNK18,Kcnk18
SMARCE1,Smarce1
FAT1,Fat1
GOLPH3,Golph3
NUTM1,Nutm1
RECK,Reck
SLC18A2,Slc18a2
WDR81,Wdr81
IRAG1,Mrvi1
NFKBIB,Nfkbib
ITPKA,Itpka
MASTL,Mastl
TMEM128,Tmem128
ALG5,Alg5
EFNB2,Efnb2
ST6GALNAC4,St6galnac4
COL23A1,Col23a1
CHRNA1,Chrna1
CAMK2N1,Camk2n1
NRN1,Nrn1
IL15,Il15
SLC7A11,Slc7a11
NCKAP5,Nckap5
MRPL48,Mrpl48
NOP10,Nop10
MAML2,Maml2
CCER2,Ccer2
ERCC3,Ercc3
SUSD3,Susd3
GULP1,Gulp1
CREB5,Creb5
ARGLU1,Arglu1
MYOCD,Myocd
DNAI4,Wdr78
PIFO,Pifo
CINP,Cinp
TCIM,Tcim
HOXA4,Hoxa4
A1BG,A1bg
FAM71B,Fam71b
HOXA5,Hoxa5
ENPP1,Enpp1
SNX24,Snx24
HOXA2,Hoxa2
SAP25,Sap25
TMEM238,Tmem238
ADRA1D,Adra1d
FCRL4,Fcrls
HOXA6,Hoxa6
NAALADL2,Naaladl2
SEC11C,Sec11c
KDM4C,Kdm4c
DDAH2,Ddah2
SF3A1,Sf3a1
RAD23B,Rad23b
RBSN,Rbsn
HOXA3,Hoxa3
TLE6,Tle6
KSR2,Ksr2
PIGX,Pigx
NOS2,Nos2
NRBP2,Nrbp2
RIF1,Rif1
MLX,Mlx
LEMD1,Lemd1
IAH1,Iah1
DGKE,Dgke
HOXA7,Hoxa7
PPP1R9A,Ppp1r9a
EFNA4,Efna4
FOXB2,Foxb2
ADAM17,Adam17
NDUFB3,Ndufb3
ZNF354C,Zfp354c
GFUS,Tsta3
PPIC,Ppic
LHX9,Lhx9
CMTM3,Cmtm3
ACBD5,Acbd5
MLF2,Mlf2
ZNF879,Zfp879
TJP3,Tjp3
SV2C,Sv2c
AGFG1,Agfg1
PIM1,Pim1
BSCL2,Bscl2
CLDN23,Cldn23
LSM1,Lsm1
MRPL17,Mrpl17
PCNX1,Pcnx
PPP1R12B,Ppp1r12b
SMOC1,Smoc1
VIRMA,Virma
REPIN1,Repin1
ARHGEF37,Arhgef37
HJV,Hjv
FXN,Fxn
PDZD2,Pdzd2
OR4E2,Olfr1509
ERICH6,Erich6
TCERG1L,Tcerg1l
DCHS1,Dchs1
TLCD2,Tlcd2
TXNIP,Txnip
ADGRL3,Adgrl3
RBCK1,Rbck1
RAD51D,Rad51d
MED7,Med7
CYP26C1,Cyp26c1
GRM6,Grm6
RGS10,Rgs10
CDIPT,Cdipt
MPIG6B,Mpig6b
SYK,Syk
CDK8,Cdk8
ABCA6,Abca6
LY6G6C,Ly6g6c
VWA5B1,Vwa5b1
KCTD14,Kctd14
CHN1,Chn1
OTOP1,Otop1
RNF216,Rnf216
FLACC1,Flacc1
APBA3,Apba3
NLGN1,Nlgn1
TMC2,Tmc2
GCNT2,Gcnt2
SYT2,Syt2
BAIAP3,Baiap3
TAF12,Taf12
PADI6,Padi6
ACP5,Acp5
KATNA1,Katna1
ASPRV1,Asprv1
ARHGAP33,Arhgap33
BSND,Bsnd
RAB42,Rab42
RSPH6A,Rsph6a
PLIN1,Plin1
LY6G6D,Ly6g6d
TMEM61,Tmem61
MTRR,Mtrr
ATP2C2,Atp2c2
PPIP5K2,Ppip5k2
PSMC3IP,Psmc3ip
STK11IP,Stk11ip
DNAJC8,Dnajc8
NAALAD2,Naalad2
CEP19,Cep19
PAK1IP1,Pak1ip1
ST3GAL2,St3gal2
GNG3,Gng3
JOSD2,Josd2
KLF4,Klf4
PRNP,Prnp
RPL28,Rpl28
SETBP1,Setbp1
LTA4H,Lta4h
GLRA1,Glra1
DCUN1D2,Dcun1d2
IDO2,Ido2
TCF19,Tcf19
ABT1,Abt1
GABRG1,Gabrg1
CHDH,Chdh
TTYH1,Ttyh1
EPS8L2,Eps8l2
KLF16,Klf16
AADAC,Aadac
ZNF623,Zfp623
OTOS,Otos
RNF32,Rnf32
STAR,Star
SEZ6,Sez6
ST6GALNAC1,St6galnac1
ERP29,Erp29
INTS4,Ints4
SERPINB8,Serpinb8
RPS6KA2,Rps6ka2
DRD5,Drd5
MMGT1,Mmgt1
BMP2,Bmp2
PRKD2,Prkd2
DCP1A,Dcp1a
PRAG1,Prag1
PMPCA,Pmpca
LMCD1,Lmcd1
CMTM4,Cmtm4
TMEM116,Tmem116
USP36,Usp36
SDF2L1,Sdf2l1
RASAL2,Rasal2
GOLIM4,Golim4
OR6C68,Olfr780
PLPP4,Plpp4
TCHHL1,Tchhl1
GRIK2,Grik2
RMND5A,Rmnd5a
ACTR1A,Actr1a
TRIL,Tril
DMAC1,Dmac1
CD5L,Cd5l
ANKS3,Anks3
CCDC116,Ccdc116
NMNAT2,Nmnat2
CORO1A,Coro1a
LRR1,Lrr1
RGS12,Rgs12
COL4A4,Col4a4
SUCNR1,Sucnr1
GIN1,Gin1
LONRF1,Lonrf1
MEAK7,Meak7
NISCH,Nisch
HAO1,Hao1
YDJC,Ydjc
DMWD,Dmwd
CYP26A1,Cyp26a1
PCYOX1,Pcyox1
PITPNM2,Pitpnm2
DUSP29,Dupd1
PIAS4,Pias4
TRAK1,Trak1
TMCO3,Tmco3
BBS10,Bbs10
PANK4,Pank4
CACNA1D,Cacna1d
PHF24,Phf24
CCHCR1,Cchcr1
ZG16B,Sbpl
INPP5E,Inpp5e
CLDN15,Cldn15
PDE4A,Pde4a
RFXAP,Rfxap
PPP2R2D,Ppp2r2d
PDGFRB,Pdgfrb
SLC39A12,Slc39a12
BTF3,Btf3
S100A11,S100a11
GABRA2,Gabra2
GOLPH3L,Golph3l
SERTM1,Sertm1
UBE2L5,Ube2l3
KRT24,Krt24
CALHM1,Calhm1
SPTY2D1,Spty2d1
ZPLD1,Zpld1
CALHM3,Calhm3
DDX41,Ddx41
TXK,Txk
GLIPR2,Glipr2
SP6,Sp6
DNAAF2,Gm49383
PEX11A,Pex11a
MGAT2,Mgat2
PADI4,Padi4
PAMR1,Pamr1
CAND1,Cand1
COTL1,Cotl1
STX1B,Stx1b
CCIN,Ccin
LTK,Ltk
BIN1,Bin1
SMG9,Smg9
LIN37,Lin37
STX4,Stx4a
S100A10,S100a10
CSF3,Csf3
ABHD17A,Abhd17a
ADGRB3,Adgrb3
NIN,Nin
SHMT1,Shmt1
NRROS,Nrros
PRDM6,Prdm6
MTF2,Mtf2
GCC1,Gcc1
KCNJ5,Kcnj5
CCDC73,Ccdc73
SPRED2,Spred2
ARF5,Arf5
CGRRF1,Cgrrf1
TMEM212,Tmem212
MMS19,Mms19
HSPB6,Hspb6
DDX19A,Ddx19a
NECTIN3,Nectin3
ZNF182,Zfp182
PROSER3,Proser3
HARBI1,Harbi1
FSCN3,Fscn3
LSP1,Lsp1
PIP5K1B,Pip5k1b
SPATA16,Spata16
MKLN1,Mkln1
GCK,Gck
MCRIP2,Mcrip2
CDH7,Cdh7
UBN2,Ubn2
HAVCR2,Havcr2
EEF2,Eef2
PTAFR,Ptafr
TIMP2,Timp2
PARD6G,Pard6g
LLGL2,Llgl2
STXBP5L,Stxbp5l
COX7B2,Cox7b2
EIF3M,Eif3m
PRR18,Prr18
CCNA1,Ccna1
PSORS1C2,Psors1c2
AC073111.3,AI854703
GIT2,Git2
KCNJ1,Kcnj1
TMX4,Tmx4
TRMT9B,Trmt9b
UBXN10,Ubxn10
MYO7A,Myo7a
CEP120,Cep120
FAM20C,Fam20c
PLA2G2C,Pla2g2c
ENSA,Ensa
SMCR8,Smcr8
KLHL36,Klhl36
ARNT2,Arnt2
CDSN,Cdsn
FBXO45,Fbxo45
TMEM209,Tmem209
FGD3,Fgd3
C17orf67,Gm525
RFC1,Rfc1
ZNF454,Zfp454
SWAP70,Swap70
PELI2,Peli2
RNF133,Rnf133
HNRNPK,Hnrnpk
RIMS2,Rims2
BRI3BP,Bri3bp
MCL1,Mcl1
RNF148,Rnf148
DAPK3,Dapk3
YTHDF3,Ythdf3
SSUH2,Ssu2
PADI3,Padi3
CPM,Cpm
C1orf53,2310009B15Rik
TMEM252,Tmem252
PGM5,Pgm5
CTR9,Ctr9
FILIP1L,Filip1l
CCK,Cck
C6orf15,2300002M23Rik
IRGC,Irgc1
ACTL7B,Actl7b
ANKRD34A,Ankrd34a
ACTL7A,Actl7a
FAM155A,Fam155a
HOXA9,Hoxa9
FMC1,Fmc1
RRM2B,Rrm2b
LIX1L,Lix1l
PRUNE2,Prune2
PIK3CG,Pik3cg
GTF2A1,Gtf2a1
CMSS1,Cmss1
MAGI2,Magi2
ANKMY1,Ankmy1
LYZL4,Lyzl4
MUCL3,Mucl3
LIPF,Lipf
BTN1A1,Btn1a1
PIGY,Pigyl
LSM5,Lsm5
TNNT3,Tnnt3
MFSD11,Mfsd11
VAV2,Vav2
WDR11,Wdr11
SFTA2,Sfta2
NAA25,Naa25
NOG,Nog
LAMC2,Lamc2
HES1,Hes1
MFF,Mff
AVL9,Avl9
KRT25,Krt25
LIG4,Lig4
IL23R,Il23r
MXD1,Mxd1
VIPR1,Vipr1
GPC1,Gpc1
GPR52,Gpr52
SLC22A12,Slc22a12
RABGAP1L,Rabgap1l
KRT26,Krt26
DNAJB12,Dnajb12
TMEM86A,Tmem86a
METAP2,Metap2
IL4,Il4
ANKS1B,Anks1b
TNNC1,Tnnc1
CAV3,Cav3
NOCT,Noct
SEC22C,Sec22c
PON1,Pon1
NRXN2,Nrxn2
OXTR,Oxtr
IDO1,Ido1
KIF3A,Kif3a
NEURL1,Neurl1a
KLHDC8A,Klhdc8a
HLA-DRA,H2-Ea
FOXL3,Gm5294
TMED5,Tmed5
CDH19,Cdh19
BTNL2,Btnl2
DIAPH1,Diaph1
AAMDC,Aamdc
JMJD6,Jmjd6
PLOD3,Plod3
TOX,Tox
GIMAP8,Gimap8
TANGO6,Tango6
TACSTD2,Tacstd2
SS18L2,Ss18l2
TEAD3,Tead3
LIPK,Lipk
ZFP2,Zfp2
HOOK2,Hook2
JADE1,Jade1
RETREG3,Retreg3
LAMC1,Lamc1
SRSF2,Srsf2
SPATA32,Spata32
EMC10,Emc10
RASA1,Rasa1
WASF3,Wasf3
COL4A3,Col4a3
ADAT2,Adat2
METTL23,Mettl23
ZBTB47,Zfp651
STXBP6,Stxbp6
ANKRD13A,Ankrd13a
ZNHIT1,Znhit1
AP2M1,Ap2m1
PEX3,Pex3
DDIT4,Ddit4
CFAP69,Cfap69
FCRL6,Fcrl1
HOXA10,Hoxa10
NKTR,Nktr
CRYBB2,Crybb2
MAP2K4,Map2k4
DEPDC1B,Depdc1b
RNF103,Rnf103
FLI1,Fli1
ELOVL2,Elovl2
PCSK4,Pcsk4
DSEL,Dsel
GCNT1,Gcnt1
NMUR2,Nmur2
HOXA11,Hoxa11
WDR53,Wdr53
ZNF354B,Zfp354b
IDH3B,Idh3b
MON2,Mon2
SMIM38,Smim38
RFK,Rfk
ABHD16A,Abhd16a
PADI1,Padi1
CCNH,Ccnh
MAN1A1,Man1a
CDH9,Cdh9
PPIF,Ppif
C6,C6
COPS7A,Cops7a
ZDHHC21,Zdhhc21
LGALS3BP,Lgals3bp
AGRN,Agrn
RALGAPA1,Ralgapa1
F2,F2
AACS,Aacs
DHCR24,Dhcr24
HEY2,Hey2
RPUSD4,Rpusd4
MVP,Mvp
DACT3,Dact3
PROP1,Prop1
AICDA,Aicda
CSNK1G3,Csnk1g3
NLE1,Nle1
PLAUR,Plaur
SART1,Sart1
ADAMTSL4,Adamtsl4
FAM185A,Fam185a
YME1L1,Yme1l1
NOP56,Nop56
DTNBP1,Dtnbp1
DTWD1,Dtwd1
HAS3,Has3
TEAD4,Tead4
CSF1R,Csf1r
KLHL40,Klhl40
SMCO1,Smco1
VARS2,Vars2
METTL26,Mettl26
MTNR1A,Mtnr1a
HAL,Hal
KEAP1,Keap1
ZDHHC16,Zdhhc16
WDR93,Wdr93
PRRT2,Prrt2
DERPC,Gm50241
ADAM18,Adam18
GRP,Grp
CHTF8,Chtf8
HHATL,Hhatl
RDH14,Rdh14
LY6G5C,Ly6g5c
ABHD13,Abhd13
CER1,Cer1
FNDC8,Fndc8
CCDC71L,Ccdc71l
MESP1,Mesp1
ABCC2,Abcc2
LAPTM4A,Laptm4a
ACTR2,Actr2
TBXT,T
SGPL1,Sgpl1
MESP2,Mesp2
AGTR2,Agtr2
KRT27,Krt27
DNAJC5G,Dnajc5g
PEBP1,Pbp2
YKT6,Ykt6
LRBA,Lrba
ZNF77,BC025920
HMGXB3,Hmgxb3
USP20,Usp20
DYNC1LI2,Dync1li2
FOXD1,Foxd1
MRGPRF,Mrgprf
RNF168,Rnf168
DDX19B,Ddx19b
SLC30A3,Slc30a3
MRGPRD,Mrgprd
TSGA10IP,Tsga10ip
RASSF2,Rassf2
ZNF551,Zfp551
ERBB4,Erbb4
TNFRSF1B,Tnfrsf1b
FUT9,Fut9
CROCC,Crocc
SHE,She
DNAJB5,Dnajb5
MAP3K7,Map3k7
TMEM201,Tmem201
GIMAP6,Gimap6
PRKAB1,Prkab1
GNG8,Gng8
DENND1B,Dennd1b
GIMAP4,Gimap4
SLC49A4,Slc49a4
DRAP1,Drap1
IL6R,Il6ra
SH3PXD2A,Sh3pxd2a
